NCT Number,Title,Status,Gender,Phases,Enrollment,Locations,URL
NCT04760639,COVID Breath Test - Ancon,Recruiting,All,,100,"Medical University of South Carolina, Charleston, South Carolina, United States",https://ClinicalTrials.gov/show/NCT04760639
NCT04761107,Impact of COVID-19 on GU Disease,Recruiting,All,,15240,"Icahn School of Medicine at Mount Sinai, New York, New York, United States",https://ClinicalTrials.gov/show/NCT04761107
NCT04761692,"Increasing COVID-19, Influenza, and Pneumonia Vaccine Uptake",Not yet recruiting,All,Not Applicable,570,"Charles R. Drew University of Medicine & Science, Los Angeles, California, United States",https://ClinicalTrials.gov/show/NCT04761692
NCT04761822,COVID-19: SARS Vaccination,Recruiting,All,Phase 2,3400,"University of Arizona Health Sciences, College of Medicine Tucson, Department of Medicine, Division of Pulmonary, Allergy, Critical Care and Sleep Medicine, Tucson, Arizona, United States|Arkansas Children's, University of Arkansas for Medical Sciences, Little Rock, Arkansas, United States|University of California, Los Angeles Medical Center, Los Angeles, California, United States|Stanford Medicine, Sean N. Parker Center for Allergy & Asthma Research, Stanford, California, United States|National Jewish Health, Denver, Colorado, United States|University Health, University of Miami Health System, Miami, Florida, United States|University of South Florida Asthma Allergy and Immunology Clinical Research Unit, Tampa, Florida, United States|Emory University School of Medicine, Emory Healthcare: Emory Clinic Allergy and Immunology, Atlanta, Georgia, United States|Sinus and Allergy Center of Northwestern University, Chicago, Illinois, United States|NorthShore University HealthSystem, Dermatology Clinical Trials Unit, Skokie, Illinois, United States|University of Iowa Health Care, Iowa City, Iowa, United States|Johns Hopkins Bayview Medical Center, Baltimore, Maryland, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Brigham and Women's Hospital, Boston, Massachusetts, United States|University of Michigan Health, Ann Arbor, Michigan, United States|Henry Ford Hospital and Health System, Detroit, Michigan, United States|Saint Louis University Care Center for Specialized Medicine, Saint Louis, Missouri, United States|Mount Sinai Hospital, Department of Medicine, Division of Clinical Immunology, New York, New York, United States|Columbia University Irving Medical Center, New York, New York, United States|Rochester Regional Health, Rochester, New York, United States|North Carolina Translational and Clinical Sciences Institute-Clinical & Translational Research Center (CTRC) at the University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States|Cleveland Clinic, Allergy & Clinical Immunology, Cleveland, Ohio, United States|Penn State Health Allergy, Milton S. Hershey Medical Center, Hershey, Pennsylvania, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|University of Texas Southwestern Medical Center, Dallas, Texas, United States|Baylor College of Medicine Medical Center, Houston, Texas, United States|University of Virginia Health System: Department of Medicine, Division of Allergy and Immunology, Charlottesville, Virginia, United States|Virginia Commonwealth University, Department of Internal Medicine, Division of Rheumatology, Allergy & Immunology, Richmond, Virginia, United States|University of Wisconsin Asthma Allergy Pulmonary Research, Madison, Wisconsin, United States",https://ClinicalTrials.gov/show/NCT04761822
NCT04761874,Telestroke at Comprehensive Stroke Center During the COVID-19 Pandemic,Completed,All,Not Applicable,296,"M Health Fairview Southdale Hospital, Edina, Minnesota, United States",https://ClinicalTrials.gov/show/NCT04761874
NCT04762173,Self-Help for Stress Related to COVID-19,"Active, not recruiting",All,Not Applicable,585,"The Pennsylvania State University, University Park, Pennsylvania, United States",https://ClinicalTrials.gov/show/NCT04762173
NCT04762680,Study of Recombinant Protein Vaccine With Adjuvant Against COVID-19 in Adults 18 Years of Age and Older,"Active, not recruiting",All,Phase 2,722,"Investigational Site Number 8400251, Chandler, Arizona, United States|Investigational Site Number 8400220, Los Angeles, California, United States|Investigational Site Number 8400094, Rolling Hills Estates, California, United States|Investigational Site Number 8400173, San Diego, California, United States|Investigational Site Number 8400239, New Haven, Connecticut, United States|Investigational Site Number 8400212, Washington, District of Columbia, United States|Investigational Site Number 8400089, Hollywood, Florida, United States|Investigational Site Number 8400057, Melbourne, Florida, United States|Investigational Site Number 8400179, Orlando, Florida, United States|Investigational Site Number 8400201, Decatur, Georgia, United States|Investigational Site Number 8400187, Peoria, Illinois, United States|Investigational Site Number 8400048, Rockville, Maryland, United States|Investigational Site Number 8400199, Boston, Massachusetts, United States|Investigational Site Number 8400030, Omaha, Nebraska, United States|Investigational Site Number 8400230, New York, New York, United States|Investigational Site Number 8400203, New York, New York, United States|Investigational Site Number 8400207, Rochester, New York, United States|Investigational Site Number 8400233, Pittsburgh, Pennsylvania, United States|Investigational Site Number 8400097, North Charleston, South Carolina, United States|Investigational Site Number 8400191, Austin, Texas, United States|Investigational Site Number 3400002, Municipio Del Distrito Central, Honduras|Investigational Site Number 3400001, San Pedro Sula, Honduras",https://ClinicalTrials.gov/show/NCT04762680
NCT04762771,Colchicine for the Treatment of Cardiac Injury in Hospitalized Patients With COVID-19 (COLHEART-19),Suspended,All,Phase 1|Phase 2,75,"Baptist Hospital of Miami, Miami, Florida, United States",https://ClinicalTrials.gov/show/NCT04762771
NCT04765384,A Study of Ad26.COV2.S in Healthy Pregnant Participants (COVID-19),Not yet recruiting,Female,Phase 2,400,"Central Research Associates, Inc., Birmingham, Alabama, United States|SEC Clinical Research, Dothan, Alabama, United States|University of Southern California, Los Angeles, California, United States|Stanford Health Care - Positive Care Clinic, Stanford, California, United States|Holy Cross Hospital - Michael and Dianne Bienes Comprehensive Cancer Center, Fort Lauderdale, Florida, United States|Emory University, Atlanta, Georgia, United States|Spectrum Health System, Grand Rapids, Michigan, United States|Medpharmics, LLC, Gulfport, Mississippi, United States|Meridian Clinical Research, LLC, Grand Island, Nebraska, United States|Meridian Clinical Research, LLC, Norfolk, Nebraska, United States|Excel Clinical Research, Las Vegas, Nevada, United States|Medpharmics, LLC, Albuquerque, New Mexico, United States|Columbia University Medical Center, New York, New York, United States|Monroe Biomedical Research, Monroe, North Carolina, United States|Wake Forest Baptist Medical Center, Winston-Salem, North Carolina, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Synexus Clinical Research US, Inc, Columbus, Ohio, United States|University of Pittsburgh Medical Center (UPMC), Pittsburgh, Pennsylvania, United States|Tekton Research Inc., Austin, Texas, United States|Baylor College of Medicine and Texas Childrens Hospital, Houston, Texas, United States|Centex Studies, Inc., Houston, Texas, United States|Maximos OB/GYN, League City, Texas, United States|Women's and Children's Hospital, North Adelaide, Australia|Murdoch Children's Research Institute, Parkville, Australia|Mater Hospital Brisbane, South Brisbane, Australia|Hospital de Clinicas da Universidade Federal De Minas Geraisnas Gerais, Belo Horizonte, Brazil|HMCP - Hospital e Maternidade Celso Pierro - PUC-Campinas, Campinas, Brazil|Centro de Estudos e Pesquisas em Moléstias Infecciosas, Natal, Brazil|Hospital de Clínicas de Porto Alegre, Porto Alegre, Brazil|Hospital Geral de Nova Iguacu - HGNI DST/AIDS, Rio De Janeiro, Brazil|Fundacao Faculdade Regional De Medicina De Sao Jose Do Rio Preto, Sao Jose do Rio Preto, Brazil|University of Sao Paulo Brazil NICHD CRS, Sao Paulo, Brazil|CMPC - Consultoria Médica e Pesquisa Clínica, Sorocaba, Brazil|Universidade Municipal de Sao Caetano do Sul, São Caetano do Sul, Brazil|Hospital Das Clinicas Da Faculdade De Medicina Da Universidade De Sao Paulo, São Paulo, Brazil|British Columbia Children's Hospital, Vancouver, British Columbia, Canada|Dalhousie University, Halifax, Nova Scotia, Canada|Alberta Children's Hospital, Calgary, Canada|Helsinki University Hospital, Helsinki, Finland|Kokkolan rokotetutkimusklinikka, Kokkola, Finland|Oulun rokotetutkimusklinikka, Oulu, Finland|Seinäjoen rokotetutkimusklinikka, Seinäjoki, Finland|Tampereen rokotetutkimusklinikka, Tampere, Finland|Turun rokotetutkimusklinikka, Turku, Finland|Shandukani Research Centre, Johannesburg, South Africa|Stanza Clinical Research Centre : Mamelodi, Mamelodi East, South Africa|Setshaba Research Centre, Soshanguve, South Africa|Perinatal HIV Research Unit, Chris Hani Baragwanath Hospital, Soweto, South Africa|Vaccines and Infectious Diseases Analytics Research Unit (VIDA), Formely RMPRU, Soweto, South Africa|Hosp. Univ. 12 de Octubre, Madrid, Spain|Hosp. Univ. La Paz, Madrid, Spain|Hosp. Univ. Pta. de Hierro Majadahonda, Majadahonda, Spain|Hosp. Puerta Del Sur, Mostoles, Spain|Hosp. Quiron Madrid Pozuelo, Pozuelo de Alarcon, Spain|Hosp. Clinico Univ. de Santiago, Santiago de Compostela, Spain|University Hospitals Bristol NHS Trust, Bristol, United Kingdom|Leeds Teaching Hospitals NHS Trust, Leeds,, United Kingdom|Barts Health NHS Trust, Royal London Hospital, London, United Kingdom|University College London Hospitals NHSFT, London, United Kingdom|Guy's and St Thomas' NHS Foundation Trust, London, United Kingdom|Chelsea and Westminster NHS Foundation Trust, London, United Kingdom|University Hospital Southampton NHS Foundation Trust, Southampton, United Kingdom",https://ClinicalTrials.gov/show/NCT04765384
NCT04765449,Transfer of Infection Fighting Immune Cells Generated in the Laboratory to High Risk Patients With COVID-19 Infection,Not yet recruiting,All,Phase 1,24,"Sidney Kimmel Cancer Center at Thomas Jefferson University, Philadelphia, Pennsylvania, United States",https://ClinicalTrials.gov/show/NCT04765449
NCT04765475,Protecting Native Families From COVID-19,Recruiting,All,Not Applicable,600,"Johns Hopkins Center for American Indian Health Whiteriver Office, Whiteriver, Arizona, United States",https://ClinicalTrials.gov/show/NCT04765475
NCT04765839,Community-Engaged Bidirectional Pandemic Crisis and Emergency Risk Communication With COVID-19 Vaccine Messages to Minority Populations,"Active, not recruiting",All,Not Applicable,90,"Mayo Clinic, Rochester, Minnesota, United States",https://ClinicalTrials.gov/show/NCT04765839
NCT04766788,Studying Students at Risk for COVID-19,"Active, not recruiting",All,,2494,"Michigan Medicine, Ann Arbor, Michigan, United States",https://ClinicalTrials.gov/show/NCT04766788
NCT04766931,The Safety and Efficacy of FB2001 in Healthy Subjects and Patients With COVID-19 Infection,Recruiting,All,Phase 1,32,"Frontage Clinical Services, Inc., Secaucus, New Jersey, United States",https://ClinicalTrials.gov/show/NCT04766931
NCT04769297,"Micro-Dose, Macro-Impact: Leveraging Psychedelics in Frontline Healthcare Workers During the COVID-19 Pandemic","Active, not recruiting",All,Phase 4,30,"Limbic Medical, Toluca Lake, California, United States",https://ClinicalTrials.gov/show/NCT04769297
NCT04769349,Effectiveness of Supportive Housing on COVID-19 Related Outcomes for People Experiencing Homelessness,Recruiting,All,,800,"Los Angeles Homeless Services Authority (LAHSA), Los Angeles, California, United States",https://ClinicalTrials.gov/show/NCT04769349
NCT04770649,Vaccine Observation to Include All Communities for Equitable Science,Recruiting,All,,10000,"Persephone Biosciences, Inc., San Diego, California, United States",https://ClinicalTrials.gov/show/NCT04770649
NCT04771351,Study to Evaluate a Single Dose of STI-2020 (COVI-AMG™) in Hospitalized Adults With COVID-19,Recruiting,All,Phase 2,280,"Teradan Clinical Trials, Brandon, Florida, United States",https://ClinicalTrials.gov/show/NCT04771351
NCT04771611,COVFIS-HOME: COVID-19 Pilot Study of Fisetin to Alleviate Dysfunction and Decrease Complications,Not yet recruiting,All,Phase 2,150,"Mayo Clinic, Rochester, Minnesota, United States",https://ClinicalTrials.gov/show/NCT04771611
NCT04772820,Feasibility of Remote Home Support Coaches (SOCIAL Study),Not yet recruiting,All,Not Applicable,60,"University of Maryland School of Medicine, Baltimore, Maryland, United States|Brigham and Women's Hospital, Boston, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04772820
NCT04776317,Chimpanzee Adenovirus and Self-Amplifying mRNA Prime-Boost Prophylactic Vaccines Against SARS-CoV-2 in Healthy Adults,Recruiting,All,Phase 1,140,"Emory Vaccine Center - The Hope Clinic, Decatur, Georgia, United States|Saint Louis University - Center for Vaccine Development, Saint Louis, Missouri, United States|Baylor College of Medicine - Molecular Virology and Microbiology, Houston, Texas, United States|The University of Washington - Virology Research Clinic, Seattle, Washington, United States",https://ClinicalTrials.gov/show/NCT04776317
NCT04776941,Expressive Writing for the Management of Stress in Cancer Survivors,Recruiting,All,Not Applicable,120,"M D Anderson Cancer Center, Houston, Texas, United States",https://ClinicalTrials.gov/show/NCT04776941
NCT04777981,(CBDRA60) to Prevent or Reduce Symptoms of COVID-19 and Prevention of Post-Acute Sequelae of SARS-CoV-2 Infection PASC,Not yet recruiting,All,Not Applicable,60,"Anewsha Therapeutics / Comco R&D, Hanover, Michigan, United States",https://ClinicalTrials.gov/show/NCT04777981
NCT04779879,"Safety, Tolerability and Pharmacokinetics of Second Generation VIR-7831 Material in Non-hospitalized Participants With Mild to Moderate COVID-19",Recruiting,All,Phase 2,40,"Investigative Site, Anniston, Alabama, United States|Investigative Site, Bakersfield, California, United States|Investigative Site, Fort Pierce, Florida, United States|Investigative Site, Winfield, Illinois, United States|Investigative Site, Rockville, Maryland, United States",https://ClinicalTrials.gov/show/NCT04779879
NCT04780685,A Phase II Study in Patients With Moderate to Severe ARDS Due to COVID-19,Recruiting,All,Phase 2,40,"Providence Saint John's Health Center - Saint John's Cancer Institute, Santa Monica, California, United States|PRX Research, Dallas Regional Medical Center, Mesquite, Texas, United States",https://ClinicalTrials.gov/show/NCT04780685
NCT04780698,DCI COVID-19 Surveillance Project,Recruiting,All,Not Applicable,160,"Dialysis Clinic, Inc., Philadelphia, Pennsylvania, United States",https://ClinicalTrials.gov/show/NCT04780698
NCT04782700,P-Co-Li (Pulmonary Covid-19 Study),Recruiting,All,Not Applicable,522,"Northwell Health, Manhasset, New York, United States",https://ClinicalTrials.gov/show/NCT04782700
NCT04784689,Host Immune Response to Novel RNA COVID-19 Vaccination,Recruiting,All,,400,"Mays Cancer Center, UT Health San Antonio, San Antonio, Texas, United States",https://ClinicalTrials.gov/show/NCT04784689
NCT04784754,Dose-Ranging Study to Assess the Safety and Efficacy of Melatonin in Outpatients Infected With COVID-19,Not yet recruiting,All,Phase 2,50,"University at Buffalo, Buffalo, New York, United States",https://ClinicalTrials.gov/show/NCT04784754
NCT04784767,SARS-COV-2-Spike-Ferritin-Nanoparticle (SpFN) Vaccine With ALFQ Adjuvant for Prevention of COVID-19 in Healthy Adults,Recruiting,All,Phase 1,72,"WRAIR Clinical Trials Center, Silver Spring, Maryland, United States",https://ClinicalTrials.gov/show/NCT04784767
NCT04784897,A Study to Evaluate the Efficacy and Safety of Brilacidin in Hospitalized Participants With COVID-19,Recruiting,All,Phase 2,120,"IPI Investigator Site, Winfield, Illinois, United States|IPI Investigator Site, Metairie, Louisiana, United States|IPI Investigator Site, Toledo, Ohio, United States|IPI Investigator Site, Barnaul, Russian Federation|IPI Investigator Site, Moscow, Russian Federation|IPI Investigator Site, Moscow, Russian Federation|IPI Investigator Site, Moscow, Russian Federation|IPI Investigator Site, Moscow, Russian Federation|IPI Investigator Site, Nizniy Novgorod, Russian Federation|IPI Investigator Site, Pushkin, Russian Federation|IPI Investigator Site, Saint Petersburg, Russian Federation|IPI Investigator Site, Saint Petersburg, Russian Federation|IPI Investigator Site, Saint Petersburg, Russian Federation|IPI Investigator Site, Saint Petersburg, Russian Federation",https://ClinicalTrials.gov/show/NCT04784897
NCT04785144,Safety and Immunogenicity Study of a SARS-CoV-2 (COVID-19) Variant Vaccine (mRNA-1273.351) in Naïve and Previously Vaccinated Adults,Recruiting,All,Phase 1,210,"Emory Vaccine Center - The Hope Clinic, Decatur, Georgia, United States|Cincinnati Children's Hospital Medical Center - Infectious Diseases, Cincinnati, Ohio, United States|Vanderbilt University - Pediatric - Vanderbilt Vaccine Research Center, Nashville, Tennessee, United States|Kaiser Permanente Washington Health Research Institute - Vaccines and Infectious Diseases, Seattle, Washington, United States",https://ClinicalTrials.gov/show/NCT04785144
NCT04786301,Severe Acute Respiratory Infection - Preparedness (COVID-19 and Influenza),Recruiting,Female,,1200,"Bellevue Hospital Center, New York, New York, United States|NYU Langone Medical Center, New York, New York, United States",https://ClinicalTrials.gov/show/NCT04786301
NCT04787614,2019 NSECE COVID-19 Follow-up,Enrolling by invitation,All,,15200,"NORC at the University of Chicago, Chicago, Illinois, United States",https://ClinicalTrials.gov/show/NCT04787614
NCT04789499,Smell in Covid-19 and Efficacy of Nasal Theophylline,Recruiting,All,Phase 2,50,"Washington University School of Medicine in Saint Louis, Saint Louis, Missouri, United States",https://ClinicalTrials.gov/show/NCT04789499
NCT04790240,Medical Herbs Inhibit Inflammation Directing T Cells to Kill the COVID-19 Virus (COVID),Recruiting,All,Phase 1|Phase 2,120,"All Natural Medicine Clinic, LLC, Rockville, Maryland, United States",https://ClinicalTrials.gov/show/NCT04790240
NCT04790786,Evaluation of Monoclonal Antibodies in COVID-19,Not yet recruiting,All,,5000,"UPMC, Pittsburgh, Pennsylvania, United States",https://ClinicalTrials.gov/show/NCT04790786
NCT04793464,COVID-19: Healthy Oregon (Oregon Saludable): Together We Can (Juntos Podemos),Recruiting,All,Not Applicable,3600,"University of Oregon, Eugene, Oregon, United States",https://ClinicalTrials.gov/show/NCT04793464
NCT04794387,The Lymphoma and Leukemia Society COVID-19 Registry,Recruiting,All,,1000,"Lymphoma and Leukemia Society, Rye Brook, New York, United States",https://ClinicalTrials.gov/show/NCT04794387
NCT04794829,Natural History of Systemic and Nasal Mucosal Immunity to Influenza and SARS-CoV-2 in Adults After Vaccination,Recruiting,All,,150,"National Institutes of Health Clinical Center, Bethesda, Maryland, United States",https://ClinicalTrials.gov/show/NCT04794829
NCT04796584,Efficacy of COVID-19 Vaccination in Patients With Multiple Sclerosis Treated With Immune Modulating Medication,Not yet recruiting,All,,40,"Providence Neurological Specialties West, Portland, Oregon, United States",https://ClinicalTrials.gov/show/NCT04796584
NCT04796896,A Study to Evaluate Safety and Effectiveness of mRNA-1273 Vaccine in Healthy Children Between 6 Months of Age and Less Than 12 Years of Age,Recruiting,All,Phase 2|Phase 3,6750,"MedPharmics, LLC, Phoenix, Arizona, United States|Emmaus Research Center Inc, Anaheim, California, United States|Sera Collection Research Services LLC, El Monte, California, United States|Carey Chronis MD Pediatric, Infant and Adolescent Medicine - FOMAT, Ventura, California, United States|Velocity Clinical Research - Boise - ERN - PPDS, Meridian, Idaho, United States|Alliance for Multispecialty Research -El Dorado, El Dorado, Kansas, United States|Michael W Simon, MD PSC, Lexington, Kentucky, United States|MedPharmics - Platinum, Metairie, Louisiana, United States|Quality Clinical Research - PPDS, Omaha, Nebraska, United States|Coastal Pediatric Associates, Charleston, South Carolina, United States|Palmetto Pediatrics, North Charleston, South Carolina, United States|Javara Inc., Dallas, Texas, United States|BRCR Global Texas, Edinburg, Texas, United States|West Houston Clinical Research - Hunt, Houston, Texas, United States|Village Health Partners - HUNT, Plano, Texas, United States|Crossroads Clinical Research (Victoria), Port Lavaca, Texas, United States|DM Clinical Research - Pediatric Healthcare of NW Houston, Tomball, Texas, United States|Advanced Clinical Research/Velocity Clinical Research, Jordan, Utah, United States|Tanner Clinic, Layton, Utah, United States",https://ClinicalTrials.gov/show/NCT04796896
NCT04798001,Safety and Immunogenicity of an Intranasal RSV Vaccine Expressing SARS-CoV-2 Spike Protein (COVID-19 Vaccine) in Adults,Recruiting,All,Phase 1,130,"Johnson County Clin-Trials, Lenexa, Kansas, United States|Meridian Clinical Research, Rockville, Maryland, United States",https://ClinicalTrials.gov/show/NCT04798001
NCT04798027,Study of mRNA Vaccine Formulation Against COVID-19 in Healthy Adults 18 Years of Age and Older,Recruiting,All,Phase 1|Phase 2,415,"Investigational Site Number 8400003, Rolling Hills Estates, California, United States|Investigational Site Number 8400002, Hollywood, Florida, United States|Investigational Site Number 8400006, Miami, Florida, United States|Investigational Site Number 8400017, Iowa City, Iowa, United States|Investigational Site Number 8400009, Houston, Texas, United States",https://ClinicalTrials.gov/show/NCT04798027
NCT04798066,Intermediate Size Expanded Access Protocol Evaluating HB-adMSC's for the Treatment of Post-COVID-19 Syndrome,No longer available,All,,,"Hope Biosciences Stem Cell Research Foundation, Sugar Land, Texas, United States",https://ClinicalTrials.gov/show/NCT04798066
NCT04798716,The Use of Exosomes for the Treatment of Acute Respiratory Distress Syndrome or Novel Coronavirus Pneumonia Caused by COVID-19,Not yet recruiting,All,Phase 1|Phase 2,55,"Mission Community Hospital, Panorama City, California, United States",https://ClinicalTrials.gov/show/NCT04798716
NCT04799392,NOWDx Test for the Detection of Antibodies to COVID-19 in Lay Persons,Recruiting,All,Not Applicable,339,"Goodrich Pharmacy, Anoka, Minnesota, United States|Bremo Pharmacy, Richmond, Virginia, United States|Kirk's Pharmacy, Eatonville, Washington, United States",https://ClinicalTrials.gov/show/NCT04799392
NCT04800120,Use of Hyperbaric Oxygen Therapy to Treat COVID-19 Patients With Respiratory Distress,Recruiting,All,Not Applicable,10,"Morton Hospital, Taunton, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04800120
NCT04800965,Text-based Interventions to Promote COVID-19 Vaccinations,Enrolling by invitation,All,Not Applicable,400000,"UCLA Health Department of Medicine, Quality Office, Westwood, California, United States",https://ClinicalTrials.gov/show/NCT04800965
NCT04801056,Study of TB006 in Outpatient Patients With Mild to Moderate COVID-19,Not yet recruiting,All,Phase 1,27,"Gabrail Cancer Center, Canton, Ohio, United States",https://ClinicalTrials.gov/show/NCT04801056
NCT04801134,Interventions to Manage Food Insecurity and Inappropriate Feeding Practices Related to the COVID-19 Pandemic,Not yet recruiting,All,Not Applicable,50,"CommUnityCare Health Center, Austin, Texas, United States",https://ClinicalTrials.gov/show/NCT04801134
NCT04801524,Text-based Reminders to Promote COVID-19 Vaccinations,Enrolling by invitation,All,Not Applicable,250000,"UCLA Health Department of Medicine, Quality Office, Westwood, California, United States",https://ClinicalTrials.gov/show/NCT04801524
NCT04802187,Implementation of SARS-CoV Testing Strategies in Community Health Centers,Recruiting,All,Not Applicable,76300,"Massachusetts League of Community Health Centers, Boston, Massachusetts, United States|Massachusetts General Hospital, Boston, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04802187
NCT04803227,Safety and Tolerability of Emricasan in Symptomatic Outpatients Diagnosed With Mild-COVID-19,Recruiting,All,Phase 1,50,"SUNY Downstate Health Sciences University, Brooklyn, New York, United States",https://ClinicalTrials.gov/show/NCT04803227
NCT04803409,UNITE Study (UCSD-SW) for COVID-19,Recruiting,All,Not Applicable,40,"University of California San Diego, San Diego, California, United States",https://ClinicalTrials.gov/show/NCT04803409
NCT04805671,Evaluation of ADG20 for the Treatment of Mild or Moderate COVID-19,Recruiting,All,Phase 2|Phase 3,1728,"Adagio Investigative site, DeLand, Florida, United States|Adagio Investigative site, Miami Lakes, Florida, United States|Adagio Investigative site, Miami, Florida, United States|Adagio Investigative site, Atlanta, Georgia, United States|Adagio Investigative site, Vandalia, Ohio, United States|Adagio Investigative site, Boerne, Texas, United States",https://ClinicalTrials.gov/show/NCT04805671
NCT04805840,Sensitivity of Frequent SARS-CoV-2 (COVID-19) Rapid Antigen Testing Regimen,Recruiting,All,,4400,"Columbia University Medical Center, New York, New York, United States",https://ClinicalTrials.gov/show/NCT04805840
NCT04805892,"Open Label, Single-Center Study Utilizing BIOZEK COVID-19 Antigen Rapid Test as Compared to Standard Testing Technique. Test Performed by a Professional Versus Self-collection and Standard of Care",Recruiting,All,Not Applicable,250,"Mobile Covid Services LLC, Flushing, New York, United States",https://ClinicalTrials.gov/show/NCT04805892
NCT04805931,VEText Message Framing and Covid-19 Vaccine Uptake Among at Risk Veterans,Recruiting,All,Not Applicable,4311,"VA Puget Sound Health Care System, Seattle, Washington, United States",https://ClinicalTrials.gov/show/NCT04805931
NCT04805970,REsearching Covid-19 Outcomes in Diabetes (RECODE),Recruiting,All,,66,"AdventHealth Translational Research Institute, Orlando, Florida, United States",https://ClinicalTrials.gov/show/NCT04805970
NCT04806620,Comparison of ME/CFS and Long COVID-19 Patients,Recruiting,All,,10000,"Solve ME/CFS Initiative, Los Angeles, California, United States",https://ClinicalTrials.gov/show/NCT04806620
NCT04808921,Performance Evaluation of SARS-COV-2 (Covid-19) Antigen Rapid Test,Completed,All,Not Applicable,151,"D&H National Research Centers INC, Miami, Florida, United States",https://ClinicalTrials.gov/show/NCT04808921
NCT04809974,Clinical Trial of Niagen to Examine Recovery in People With Persistent Cognitive and Physical Symptoms After COVID-19 Illness (Long-COVID),Not yet recruiting,All,Phase 4,100,"Clinical Translational Research Unit, Boston, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04809974
NCT04810689,"Pilot Trial of XFBD, a TCM, in Persons With COVID-19",Recruiting,All,Phase 2,60,"University of Southern California, Los Angeles, California, United States",https://ClinicalTrials.gov/show/NCT04810689
NCT04811339,Studies of COVID-19 Patients Treated With Oral Bismuth Subsalicylate (Pepto-Bismol),Recruiting,All,Phase 4,35,"University of Louisville, Louisville, Kentucky, United States",https://ClinicalTrials.gov/show/NCT04811339
NCT04811664,A Study of SARS CoV-2 Infection and Potential Transmission in University Students Immunized With Moderna COVID-19 Vaccine,Recruiting,All,Phase 3,37500,"University of Arizona, Tucson, Arizona, United States|Charles Drew University, Los Angeles, California, United States|University of California, San Diego, San Diego, California, United States|University of Colorado- Boulder, Boulder, Colorado, United States|University of Florida, Gainesville, Florida, United States|Morehouse University, Atlanta, Georgia, United States|Champaign-Urbana Public Health District, Champaign, Illinois, United States|Northwestern University, Evanston, Illinois, United States|Indiana University, Bloomington, Indiana, United States|University of Kentucky, Lexington, Kentucky, United States|University of Maryland College Park, College Park, Maryland, United States|Fenway Health (FH) CRS, Boston, Massachusetts, United States|University of Nebraska, Omaha, Nebraska, United States|Bronx Prevention Research Center CRS, Bronx, New York, United States|NYU Long Island Vaccine Center, Mineola, New York, United States|NYU Bellevue Vaccine Center, New York, New York, United States|Harlem Prevention Center CRS, New York, New York, United States|New York Blood Center CRS, New York, New York, United States|Stony Brook University, Stony Brook, New York, United States|University of North Carolina, Chapel Hill, North Carolina, United States|Wake Forest University, Winston-Salem, North Carolina, United States|Penn Prevention CRS, Philadelphia, Pennsylvania, United States|Clemson University, Clemson, South Carolina, United States|Texas A&M University, College Station, Texas, United States|Texas A&M - Kingsville, Kingsville, Texas, United States|University of Virginia, Charlottesville, Virginia, United States|University of Washington, Seattle, Washington, United States|West Virginia University, Morgantown, West Virginia, United States",https://ClinicalTrials.gov/show/NCT04811664
NCT04812184,Adhesive Tape Placement on Patients' Masks in the ED Increases Compliance of Proper Face Mask Use,Completed,All,Not Applicable,123,"Eskenazi Hospital, Indianapolis, Indiana, United States",https://ClinicalTrials.gov/show/NCT04812184
NCT04813796,"A Study to Evaluate Safety, Reactogenicity, and Immunogenicity of mRNA-1283 and mRNA-1273 Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Vaccines in Healthy Adults Between 18 Years and 55 Years of Age",Recruiting,All,Phase 1,125,"Optimal Research San Diego, LLC, San Diego, California, United States|Optimal Research Melbourne, LLC, Melbourne, Florida, United States|Optimal Research Illinois, LLC, Peoria, Illinois, United States|Optimal Research Texas, LLC, Austin, Texas, United States",https://ClinicalTrials.gov/show/NCT04813796
NCT04814914,"An Observational Clinical Study to Evaluate COVID-19 Symptoms in ""Long Hauler"" Patients Who Participated in K031-120 or K032-120",Recruiting,All,,300,"HealthStar Research, LLC, Hot Springs, Arkansas, United States|Quad Clinical Research, Chicago, Illinois, United States",https://ClinicalTrials.gov/show/NCT04814914
NCT04815018,Shifts in the Respiratory Microbiome and Clinical Outcomes of SARS-CoV-2,Recruiting,All,,300,"Willow Brook Christian Village, Delaware, Ohio, United States|Willow Brook Delaware Run, Delaware, Ohio, United States|Kendall at Granville, Granville, Ohio, United States|Inniswood Village, Westerville, Ohio, United States",https://ClinicalTrials.gov/show/NCT04815018
NCT04815096,Imaging Immune Activation in COVID-19,Recruiting,All,Early Phase 1,20,"University of California, San Francisco, San Francisco, California, United States",https://ClinicalTrials.gov/show/NCT04815096
